,text
4018,"@realDonaldTrump You are much better than joe, did more than he did for the country, you really should represent yo… https://t.co/uurvIktWSz"
4019,@realDonaldTrump Getting excited about seeing you in prison!!
4020,"RT @twocent85519724: @realDonaldTrump In Florida, Trump tells the super spreader audience that if he loses to Biden he is thinking of leavi…"
4021,@realDonaldTrump i recommend strongly that you watch #TheWayISeeIt so you can understand what empathy &amp; leadership… https://t.co/gxk07BsIzQ
4022,RT @WintersAbby: @realDonaldTrump https://t.co/KhDDrqtQet
4023,"@realDonaldTrump You are losing, &amp; you’re scared. Pack your fake ostrich cases. You’re outta here."
4024,RT @NickStevenson63: @realDonaldTrump The mad ravings of a psychotic #PresidentPandemic... https://t.co/dYDQKq8gp6
4025,@realDonaldTrump https://t.co/ahu6exwfBE
4026,@realDonaldTrump https://t.co/DaDmBkkBgt
4027,RT @45needstogo1: @realDonaldTrump https://t.co/W6l5zDB1qN
4028,@realDonaldTrump Vote Biden
4029,@realDonaldTrump That's great ^.^
4030,"@realDonaldTrump @AOC  ""The bottom 50% of households saw an astonishing 40% in net worth."" from WH Tweet  I believe… https://t.co/0KF357CsxV"
4031,@realDonaldTrump https://t.co/4OTGiaEmAX
4032,RT @sanaayesha___: @realDonaldTrump Trump does daily rallies while Hunter smokes crack and Joe takes naps.
4033,@realDonaldTrump And another spike in Covid cases
4034,"@realDonaldTrump lo odio hijo de la mierda, pobre su mamá por tenerlo  pinche culero"
4035,@realDonaldTrump Spreader!
4036,"RT @Richard_Throbs: @realDonaldTrump  https://t.co/x1rBacNV69 This is a Facebook recommended shop. Fill out a survey get a flag, just pay f…"
4037,@realDonaldTrump Go away....
4038,@realDonaldTrump I’ll LOL if you lose Georgia.
4039,@realDonaldTrump You will be elected in November 3rd!
4040,@realDonaldTrump https://t.co/9QLxWK9Bxl
4041,"@realDonaldTrump Round turn in American English one complete turn, as of a rope, around something.  Rounding the co… https://t.co/yx5HYMCQOX"
4042,@realDonaldTrump Tell it Donald!
4043,RT @sanaayesha___: @realDonaldTrump Vernon Jones is surfing through in a Trump rally and check his #TRUMP2020 socks out 🤩 https://t.co/YzBN…
4044,@realDonaldTrump the reactions to this tweet are dismal.  #ByeDon2020  #TrumpIsARacist  #TrumpIsANationalDisgrace… https://t.co/Kw5WQpP2uQ
4045,RT @quemaj: @realDonaldTrump @FoxNews .@realDonaldTrump I have never seen a negative add on Fox News about you I have seen ads telling the…
4046,"RT @DonaRisley: @realDonaldTrump Maybe, now hear me out, just maybe, you ought to stop holding super spreader events. Who are the 2000 peop…"
4047,@realDonaldTrump Vote Biden
4048,"RT @HKrassenstein: @realDonaldTrump @SenatorCollins Both of you will be voted out, so maybe you can discuss over coffee one morning after J…"
4049,@realDonaldTrump #BlameTrump   #VoteBidenHarris
4050,@realDonaldTrump https://t.co/ZnX0hCRvX6
4051,@realDonaldTrump Your ratings last night were terrible. Nearly a million more people watched Joe! It was great to a… https://t.co/Jhl9CUppnM
4052,@realDonaldTrump #TrumpMeltdown #TrumpLiedPeopleDied #TrumpIsALaughingStock #TrumpIsANationalDisgrace https://t.co/tF3BVa7u7Y
4053,"RT @murray_nyc: @realDonaldTrump Trump thinks doing all of these rallies is going to help him. Actually, aside from the recklessness of it…"
4054,@realDonaldTrump @NBCNews Lol more than 1 million less viewership. POOR RATINGS. SAD.
4055,@realDonaldTrump @NBCNews @cspan It was a #Fake #TownHall alright:  all of your answers were #BS.  #Trumpshit #TrumpLiesMatter
4056,@realDonaldTrump A psalm of David. Blessed is he who thinks of the poor; In the day of evil the LORD will deliver him. Help Venezuela
4057,@realDonaldTrump https://t.co/IUdiUEm1nm
4058,@realDonaldTrump Get em! #TRUMP2020ToSaveAmerica #Trump2020Landslide
4059,@realDonaldTrump https://t.co/Vr6OMCsQQo
4060,@realDonaldTrump https://t.co/VqCjk7k1b4
4061,@realDonaldTrump I love u president trump I support u
4062,"@realDonaldTrump In Florida, Trump tells the super spreader audience that if he loses to Biden he is thinking of le… https://t.co/RIcmPdZcs8"
4063,"@realDonaldTrump Round turn in American English one complete turn, as of a rope, around something.  Rounding the co… https://t.co/1r36zK1tzW"
4064,RT @scientificrealm: @realDonaldTrump https://t.co/3g5BBOvkLu
4065,@realDonaldTrump ...in the hospital
4066,"@realDonaldTrump @NBCNews Keep saying it, you might actually believe it yourself..."
4067,"RT @Cleavon_MD: @realDonaldTrump Erin Thomassen's son, 4, from #Florida sick from #COVID, but lived! “I thumbed my nose at experts &amp; my lit…"
4068,RT @RepsForBiden: @realDonaldTrump You hold big mask less rallies during a deadly pandemic. Why do you hate your voters?  #TrumpVirus
4069,@realDonaldTrump FYI. trump has NONE https://t.co/hbMEWgWNYG
4070,"RT @LakersJo: @realDonaldTrump @NBCNews trump on NBC: 153,660 viewers  Biden on ABC:  507,445 viewers  trump would hate for this info to be…"
4071,@realDonaldTrump Vote Biden
4072,@realDonaldTrump @GOPLeader @SenateGOP @HouseGOP @GOP @GOPChairwoman @senatemajldr @LindseyGrahamSC @ChuckGrassley… https://t.co/DQ7dfxGYQb
4073,"@realDonaldTrump ""Cough on us, Dear Leader! We wish to breathe in the same virus that has washed through your lungs."""
4074,@realDonaldTrump 支持特总统 https://t.co/Jq5HLsaAru
4075,@realDonaldTrump @TheBabylonBee 😂 @TheBabylonBee  1 dumbass @realDonaldTrump 0 you thought this was a legit story https://t.co/I8YRsMFeDh
4076,@realDonaldTrump You made more people sick tonight. https://t.co/aIEFFCGGcP
4077,RT @IshaRNBSN: @realDonaldTrump  END THESE BIAS DEM MODERATORS! GUTHRIE MADE US NAUSEOUS! DO DEBATES WITHOUT THEM! PEOPLE NEED TO HEAR TRUT…
4078,@realDonaldTrump The giant crowd you have the more covid spreads! Because of one’s negligence many will have to suf… https://t.co/GR5bqYtCXl
4079,@realDonaldTrump  #ม็อบ17ตุลา
4080,@realDonaldTrump #BlameTrump   #VoteBidenHarris
4081,@realDonaldTrump has been an absolute failure his entire life.  Without his daddy’s handouts he would be behind bar… https://t.co/4ZyVGH7Vw9
4082,@realDonaldTrump Shut up
4083,@realDonaldTrump #votebiden
4084,@realDonaldTrump Getting what done exactly???
4085,@realDonaldTrump 864511320
4086,"RT @aaronsojourner: @realDonaldTrump The administration inherited a strong job growth trend, then tried to take credit for it.   The virus…"
4087,@realDonaldTrump Mr.Super spreader is back for a limited time enjoy. You should be isolating not touching everythin… https://t.co/sR3jc6xYrs
4088,@realDonaldTrump #TrumpMeltdown #TrumpLiedPeopleDied #TrumpIsALaughingStock #TrumpIsANationalDisgrace https://t.co/Xxs5T2tkxX
4089,"@realDonaldTrump Thank you, Mr. President! We love you!"
4090,@realDonaldTrump Florida for Trump
4091,@realDonaldTrump @POTUS A bunch of us (country) chipped in and reserved a car in your name for drop off at any Inte… https://t.co/fNuCF3DMB8
4092,@realDonaldTrump you make me ashamed to be a republican
4093,@realDonaldTrump https://t.co/0zJESCmXuF
4094,@realDonaldTrump kick this bum out come November 3rd... kick him out!
4095,@realDonaldTrump  @DonaldJTrumpJr  This is beautiful 🇺🇸 Made me proud to be an American. Thank you Mr. President
4096,@realDonaldTrump You won't leave when you lose bc you LIE!!! #VoteBlueToSaveAmerica #VoteBlue2020
4097,"RT @speculawyer: @realDonaldTrump @TheBabylonBee Yes, sir. They blocked the tubes of the interwebs with a banana to stop the word from gett…"
4098,"@realDonaldTrump @NBCNews Trump lost: lower rating, Biden was more presidential, offered rational plans for the cou… https://t.co/nnHKuno04w"
4099,@realDonaldTrump https://t.co/nEINXbaxs1
4100,@realDonaldTrump You made a big mistake. Needlessly killed more than 215k Americans.
4101,RT @scientificrealm: @realDonaldTrump @NBCNews https://t.co/dj4SIW4p1x
4102,RT @scientificrealm: @realDonaldTrump https://t.co/lQr3BN81sn
4103,"@realDonaldTrump You infected more people tonight, asshole. https://t.co/3O2oqxKRzP"
4104,RT @TimeToMoveOn10: @realDonaldTrump Why didn’t you immediately report the danger of COVID-19 in an effort to save lives? Didn’t you have a…
4105,@realDonaldTrump To Russia with LOVE. #TrumpIsALaughingStock #TrumpIsANationalDisgrace https://t.co/eJkxPTVXYN
4106,@realDonaldTrump @GOPLeader @SenateGOP @HouseGOP @GOP @GOPChairwoman @senatemajldr @LindseyGrahamSC @ChuckGrassley… https://t.co/cBqi2X3iOy
4107,@realDonaldTrump In the same speech in which he has mocked Biden for making verbal slips Trump has called hypersoni… https://t.co/YOAvvL4C22
4108,RT @chipfranklin: @realDonaldTrump Who agrees that Trump is a super predator? ✋
4109,RT @LockDonUp2021: @realDonaldTrump Are you proud of yourself? Another 20 infected as a direct consequence of one of you superspreader even…
4110,@realDonaldTrump Do another town hall with Tucker
4111,RT @scientificrealm: @realDonaldTrump @NBCNews https://t.co/8qzzDe4x0B
4112,@realDonaldTrump Heard that line before and we are still losing!
4113,"@realDonaldTrump: Do not let anything defeat you. YOU are the ONLY one leading the world!   If no misspeak, big new… https://t.co/pdUhVn6vw6"
4114,"RT @DebraMessing: @realDonaldTrump  You son of a bitch. This is not a PARTISAN ISSUE. People died. Homes, full communities were razed. And…"
4115,"@realDonaldTrump BigTech will never ""change their ways."" They will never ""learn their lesson""  They will lie to you… https://t.co/0BhDVmlIce"
4116,@realDonaldTrump Lixo https://t.co/unrLy74ee0
4117,"@realDonaldTrump #MAGA #TurnADemocrat  Mega #MAGA  Florida’s already RED but turn more Dems, @realDonaldTrump !!"
4118,"@realDonaldTrump Part of me thinks that many Trump supporters show up at his events for the entertainment, the big… https://t.co/PtWs6FcbhQ"
4119,RT @glamelegance: @realDonaldTrump BREAKING: Joe Biden beat Donald Trump in dual town hall ratings.   #BidenTownHall 12.7 million viewers…
4120,RT @ricardo55457508: @realDonaldTrump @GOP #prettyrickywhattheycallme This Bud for WWE Friday Night Smack Down. Budweiser The King Of Beers…
4121,RT @Ksan53: @realDonaldTrump Many of these people will die or their friends or family will because you are recklessly holding a rally as th…
4122,@realDonaldTrump https://t.co/WkCsfZqkm0
4123,RT @scientificrealm: @realDonaldTrump https://t.co/HFMxfiQmi0
4124,@realDonaldTrump 🤣 https://t.co/DDze9JfRRW
4125,RT @joelockhart: @realDonaldTrump I hear you freely use the N word.
4126,@realDonaldTrump Funny. The contestants at your pageants called you the same thing when you would go backstage
4127,"@realDonaldTrump Seeing people happy is priceless to me , especially when I know I’m the reason behind it ....Dm if… https://t.co/gty5wZyaRN"
4128,"@realDonaldTrump @GStephanopoulos Well, it turns out that Donald Trump was on more NETWORKS, but Biden still had mo… https://t.co/FlpAFKOTEk"
4129,"RT @Cleavon_MD: @realDonaldTrump Hialeah, FL 33 y.o. ICU nurse Danielle DiCenso dies from COVID.  ""It’s like sending military troops to war…"
4130,"@realDonaldTrump Speaking of your own family? Live ensconced in a  5th Avenue tower, gold encrusted everything in y… https://t.co/QX8DAFeUWy"
4131,"@realDonaldTrump Donald trump: Today is October 17, 2020. You have 17 days before you will be overwhelmingly voted out of office!"
4132,@realDonaldTrump https://t.co/d5Om5i0GVO
4133,RT @JohsieC: @realDonaldTrump I was in Macon supporting President #Trump. I am #JohsieCruz2020 running against Hank Johnson coup instigator…
4134,@realDonaldTrump Yuge!!!
4135,@realDonaldTrump You're a LIAR!!! You and Giuliani are going DOWN!!! Jail time!!!
4136,@realDonaldTrump https://t.co/h2MAaYkBeh
4137,RT @scientificrealm: @realDonaldTrump @NBCNews https://t.co/wSFpFmdO99
4138,@realDonaldTrump Every time you point out something Biden does “wrong” his ratings go up.  Hmmmm
4139,@realDonaldTrump Trump 2020
4140,@realDonaldTrump @TheBabylonBee The President really shared fake news from a satire site on his personal twitter
4141,@realDonaldTrump #SuperSpreader #BlameTrump #MoronOfTheWeek
4142,@realDonaldTrump Killer ermenia https://t.co/wFlHW7QSYK
4143,@realDonaldTrump Aww who's gonna tell him that waves are blue? 🌊🌊🌊🌊🌊🌊🌊
4144,@realDonaldTrump Submit! https://t.co/ivSEb0qD3f
4145,RT @davidmweissman: @realDonaldTrump This Floridian voted for Joe.
4146,@realDonaldTrump YOU are the president NOW. Why are they fleeing if you have made America great again like you prom… https://t.co/9Jc7leGxtu
4147,@realDonaldTrump https://t.co/APNIk7Aer5
4148,RT @scientificrealm: @realDonaldTrump https://t.co/YKFteUrJtL
4149,"@realDonaldTrump Dude, you’re losing in almost every poll 🤣🤣"
4150,@realDonaldTrump @NBCNews 🤣😂 What reviews would they be? 🤣😂
4151,"@realDonaldTrump Trump is the worst President ever of the United States of America. COVID over 220,000 Americans de… https://t.co/CIxE03lvms"
4152,RT @scientificrealm: @realDonaldTrump @NBCNews https://t.co/GBBI4LQTjt
4153,@realDonaldTrump 😂😂😂😂😂😂😂😂 you wish!!!
4154,@realDonaldTrump FOR SALE IN FRANCE 🇫🇷 USA 🇺🇸 AND RUSSIA 🇷🇺 https://t.co/8RSRwQOCOV
4155,RT @soloyochapin: @realDonaldTrump @NBCNews The @Twitter feed of @realDonaldTrump looks like a crazier and louder  continuation of last nig…
4156,"RT @MsMariaT: @realDonaldTrump YOU LIED, AGAIN. https://t.co/jDclfubvbX"
4157,@realDonaldTrump PROJECTING ...You are a super predator when it comes to women
4158,RT @DPWIMM: @realDonaldTrump What comes to mind when you see the words SUPER PREDATOR? https://t.co/il9GOy3w8u
4159,@realDonaldTrump President troll!
4160,@realDonaldTrump LLLIIIIAAARRR
4161,@realDonaldTrump #VoteBlueToEndThisNightmare
4162,@realDonaldTrump @MSNBC @CNN @FoxNews @SenateDems @SenateGOP @HouseDemocrats @ABC @CBS @nytimes @IvankaTrump… https://t.co/SI7stltohu
4163,@realDonaldTrump https://t.co/QhpViWirHS
4164,@realDonaldTrump https://t.co/d5Om5i0GVO
4165,"@realDonaldTrump Trump! Matt Gaetz, the man. HA HA HA HA HA Are you sure he's not one of your indiscretions? Just s… https://t.co/YmWz0lw8Xo"
4166,RT @Biden_Army: @realDonaldTrump #BREAKING AUDIO  @SenSasse in call with constituents   @realDonaldTrump  mishandled COVID Kisses dictators…
4167,RT @sandyjbyko: @realDonaldTrump Hey #PresidentPandemic they had to leave office because the Constitution says they can only serve 2  conse…
4168,"RT @BJR3_Boston: @realDonaldTrump Do NOT bring up the town hall at the rally, your performance couldn't have been worse if you tried...and…"
4169,@realDonaldTrump This was Wednesday. https://t.co/FS49KyDsAR
4170,"RT @LakersJo: @realDonaldTrump @NBCNews trump on NBC: 153,660 viewers  Biden on ABC:  507,445 viewers  trump would hate for this info to be…"
4171,@realDonaldTrump Trump 2020
4172,RT @scientificrealm: @realDonaldTrump @NBCNews https://t.co/5Z5Reg52aw
4173,@realDonaldTrump 😳
4174,"RT @mchale_scott: @realDonaldTrump @NBCNews Savanna makes $8 Million per year or $23,000 a day, 365 days a year, and all she could do is le…"
4175,@realDonaldTrump https://t.co/XZD328ZwP9
4176,@realDonaldTrump https://t.co/T6GGL0eKgM
4177,RT @resist4truth: @realDonaldTrump @SenatorCollins If this is true then she’s supporting women and her country and I have mad respect for t…
4178,@realDonaldTrump https://t.co/WbaKx6CKz8
4179,@realDonaldTrump you need to retweet this criminal @JoeBiden called him a disaster https://t.co/sxz2ZsOh6q
4180,@realDonaldTrump False AGAIN. Such a fucking joke
4181,"@realDonaldTrump Neo-Nazi and Proud Boys groups will be poll watchers for the Trump campaign. Ya know, Neo-Nazi and… https://t.co/ta7XDROF6e"
4182,@realDonaldTrump https://t.co/hytlQf5wz9
4183,RT @PinkIguana11: @realDonaldTrump When you have to shore up support in....Macon  GA.   18 days. We're coming for you before you come for u…
4184,@realDonaldTrump You failed to address gun violence. You failed to address climate change.  You failed to address r… https://t.co/MHzGdxrnYy
4185,@realDonaldTrump Our GIANTS CROWDS are on the Poll lines. If you LOOK 👀 you will see 👀. That's all that matters now doesn't it!!!
4186,"@realDonaldTrump You're obviously not referring to yourself, because the only thing ""big"" about you is your ego.… https://t.co/2UKLc8Xc8Z"
4187,RT @ReesusP: @realDonaldTrump SOUND UP https://t.co/1OWTCIoL9f
4188,@realDonaldTrump Gross. Did you makeup run Princess?
4189,"@realDonaldTrump @GStephanopoulos Actually he was calm, polite, answered the questions intelligently and displayed empathy!"
4190,@realDonaldTrump https://t.co/kqdwyo17KI
