,text
6129,@JoeBiden 😂😂😂
6130,"RT @RebusCornpone: @JoeBiden You can access some votes by supporting #M4A.  Not mine, tho... I voted green. #IBelieveTaraReade"
6131,@JoeBiden If you were really honorable you'd address the questions surrounding your son and family and your health.… https://t.co/6M6QqmlmwO
6132,@JoeBiden I've heard your promises for 30 years. I have heard Obama's promises since 2008 and you have kept NONE of… https://t.co/wgDsWqwtU4
6133,@JoeBiden What’s hunter up to this weekend? I’m feeling a little crazy and wanna party!
6134,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…"
6135,@JoeBiden Laser focus about something at least very unusual for tRump
6136,@JoeBiden How much is Hunter getting from China every year?
6137,@JoeBiden @KamalaHarris @HillaryClinton https://t.co/dfU70GJfwu
6138,"RT @MarkDice: @JoeBiden Liar. Ending Trump’s middle class tax cuts results in people paying more taxes, but you’re playing semantics becaus…"
6139,@JoeBiden https://t.co/WcbP4o4C95
6140,@JoeBiden https://t.co/JOMSpik5Yl
6141,@JoeBiden Apparently times were not tough for Hunter. https://t.co/4pbXZgvVXp
6142,RT @damian_from: @JoeBiden @unojen_wood Expand access to healthcare? Weasel words from a corrupt politician.  The US cannot claim to be a c…
6143,"@JoeBiden @Commentary Listen here Joey, the only conflict that is worse than one that is intended is one that is unintended."
6144,@JoeBiden https://t.co/xRvjLP690v
6145,"@JoeBiden You are scum, we’ve known you are a sellout. https://t.co/TtknS0KRWJ"
6146,@JoeBiden You lost my vote cuz of crazy Nancy !!!!  No stimulus cuz of the dems !!!   I really hope someone wakes up soon
6147,@JoeBiden Can you explain what’s going on with your son? Just curios..
6148,@JoeBiden What if a presidential candidate's son makes private deals with other governments that will benefit you?
6149,@JoeBiden Biden has a history of sending our children into needless wars.  I hope you won't lose your child when he… https://t.co/iEvyaJ06rf
6150,@JoeBiden I got ptsd people so don't take all i say seriously
6151,@JoeBiden @Aviewfromafar17 Thank you Joe. #BidenHarrisLandslide2020
6152,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…"
6153,@JoeBiden Vote Trump
6154,"@JoeBiden “you won’t pay a penny”...it will be tens, twenties and hundreds."
6155,@JoeBiden Your Corrupt
6156,@JoeBiden @KamalaHarris  if N95 masks are Provided for all the economy can safely open reduce the covid-19 infectio… https://t.co/W4Nd2Rjj9e
6157,@JoeBiden Let me be very clear - we aren't worried about you winning.
6158,@JoeBiden Go joe go
6159,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…"
6160,@JoeBiden can I be your white photographer when you win? https://t.co/Yzah2ivPcF
6161,@JoeBiden and his family are crooks
6162,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…
6163,@JoeBiden 🖕🏻
6164,@JoeBiden Sorry Charlie.  The jig is up.
6165,@JoeBiden https://t.co/0qbNa3GAgg
6166,"@JoeBiden Don’t worry Joe, the red wave is large and proud here in NC for early voting. NO ONE waiting in line to vote was voting for you!"
6167,@JoeBiden https://t.co/Q0Bx2CC5Bd
6168,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteInPerson #JustMakeSureYouVote this is America’s most important election ever. https://t.co/L…
6169,@JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values!… https://t.co/1IZUgzA2jX
6170,@JoeBiden You need to step down “pop”. If you have any honor at all you’ll stop right now.
6171,"@JoeBiden @AliMc61 That fema not Trump, Trump stepped in and approved it."
6172,@JoeBiden https://t.co/PiYFVoBkhk
6173,@JoeBiden @JLo @AROD Biden is a lier clown! Harris is a lier too. They both want to take away the second amendment… https://t.co/AhezJkAlua
6174,"@JoeBiden Thats a fucking lie, Joe!"
6175,"@JoeBiden So Joe, before I vote, please help me understand something. The BIG GUY (you) gets 10% of the take, H (yo… https://t.co/lyPeMKEVEg"
6176,@JoeBiden getting pumped https://t.co/fcDAPFBJzm
6177,@JoeBiden Stay safe Joe Excited to vote for you 🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊
6178,@JoeBiden @KamalaHarris @CalforNC @NC_Governor @electreives @ValFoushee So proud to vote for all of you today on a… https://t.co/QpPP3N8DIH
6179,@JoeBiden Are we to assume that those allegedly deported were political opponents who might face dire consequences… https://t.co/ItWYKQsnfy
6180,@JoeBiden YOU. ARE. KILLIN. IT!!!!! Keep it up! Biden 2020!
6181,"@JoeBiden Still nothing from Hunter, NOTHING. Put down the crack pipe and defend yourself."
6182,@JoeBiden has been COMPROMISED BY CHINA...
6183,RT @chipfranklin: @JoeBiden Do you believe Joe Biden can deliver what American needs right now?
6184,"RT @XtockTrader: @joeBiden lashes out at CBS reporter when asked about NY Post report: 'I have no response, another smear campaign' - #Bide…"
6185,@JoeBiden Lots of positive energy in MI tonight! Loved that speech. Keep the momentum #BidenHarris2020
6186,@JoeBiden #BidenUkraineScandal https://t.co/HBdzQiQThY
6187,"@JoeBiden how about that 10M u got from China via Hunter’s connections, Joe?  Was that u looking out for the best i… https://t.co/bCI0RtqH5g"
6188,@JoeBiden Talk about CHINA? How you will deal with CCP?
6189,@JoeBiden @JLo @AROD @JLo and @AROD  you guys are so disappointing and I can’t believe you both want to have your c… https://t.co/a2XSyoWoBi
6190,@JoeBiden Joe!!!  Where is Hunter???  Can’t run a Country if You CANNOT Run your own FAMILY!!!  Looks like Trouble… https://t.co/vzy4BbD3qQ
6191,@JoeBiden https://t.co/kpdhDdKRgt
6192,"@JoeBiden When a vice president takes bribes, it has consequences."
6193,@JoeBiden @KamalaHarris @SpeakerPelosi @SenSchumer @AdamSchiff https://t.co/HYPtLbLEkw
6194,@JoeBiden  just keeps coming @SenKamalaHarris https://t.co/zJUwVTaZbi
6195,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/Omb5j2de4I"
6196,@JoeBiden Fuck Obummercare.. TTRRUUMMPP 2020!!
6197,@JoeBiden Fake
6198,@JoeBiden #CorruptBiden https://t.co/7y0nFySsum
6199,@JoeBiden locks up the election if he promises to never pardon @realDonaldTrump! #Election2020
6200,"@JoeBiden Why can’t California afford to take care of themselves? High taxes, huge GDP, yet crying to poppa Governm… https://t.co/if5Jqf1HYG"
6201,@JoeBiden Says the guy that did absolutely nothing for Venezuelans from 2008-2016 and that holds the record in depo… https://t.co/dOyrTkgqVr
6202,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/tCIXmsaHDD"
6203,@JoeBiden everyone asks you if you would pack the courts. Isn't getting statehood for Puerto Rico and DC so much more creative?
6204,@JoeBiden defensive and evasive when asked a simple question about the @nypost story about Hunter Biden’s laptop. W… https://t.co/9kppJVFqw4
6205,@JoeBiden Stop being racist
6206,"@JoeBiden Ya Joe,  tell them to hurry up and vote (before they find out how really corrupt you are)."
6207,@JoeBiden https://t.co/AW7iCSHdxt
6208,@JoeBiden Stop the bullshit
6209,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/sNpZB0ndms"
6210,@JoeBiden $20 min wage Incentives for entrepreneur small business development and reopening (actual small businesse… https://t.co/oxsviDV11q
6211,"@JoeBiden hey, joeblow...you forgot WORTHLESS POS CRIMINAL TRAITOR!!! We the people are coming to collect!!!!🙏❤️🤣🤬🤬🤬🤬 Traitorous POS!!!"
6212,@JoeBiden Fuck #BidenCrazyOldMan
6213,"@JoeBiden I have researched unemployment in each state, nov 2016 unemployment rate to Mach 2019 unemployment rate,… https://t.co/s6qPIgmqW5"
6214,@JoeBiden https://t.co/ZOMgY2lVkq
6215,@JoeBiden Joe Biden is a crook and will rob you blind.  Look at all the emails that have been released that involve… https://t.co/m2LPsh8W5x
6216,@JoeBiden Just out of curiosity joe when I was struggling to make ends meet and had no insurance all year because I… https://t.co/L1Yrwm9N7q
6217,@JoeBiden You are a human turnip. TTRRUUMMPP 2020! THE ONLY CHOICE!
6218,@JoeBiden Access is NOT health care. We need a president who will expand Health CARE not one who pretends for-profi… https://t.co/2iqyqXU8yL
6219,@JoeBiden https://t.co/tAIiOnnIDP
6220,@JoeBiden You're seriously 😒 special
6221,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/VdgU2jxMIo"
6222,@JoeBiden #DefundDemocrats #Bidens4Gitmo
6223,@JoeBiden Corrupt Biden! https://t.co/TGcIEHZsnl
6224,@JoeBiden Sure you #BidenIsCorrupt  https://t.co/KfCn8Wdq5k
6225,@JoeBiden #PayToPlay
6226,"@JoeBiden: ""I don't know"" what #HunterBiden was doing for #Burisma “I mean, come on...” #HunterBidensUkraineScandal… https://t.co/H42mftzrF7"
6227,"@JoeBiden @JLo @AROD Joe has been compromised wirh bribes from foreign governments, including China and Russia! Rea… https://t.co/YcpdN1BogY"
6228,RT @MacleodJust: @JoeBiden @AWrobley #VoteTrumpfOut  #WomenVoteTrumpOut  To save lives please !😟👍👏🙏🙏😎🥳🥳🥂
6229,"@JoeBiden I mean, you've done everything to make the crisis worse, divide the country by race and ideas to the poin… https://t.co/gZFfNHF3z1"
6230,@JoeBiden @davidqhog Tell us why you and other politicians won’t use Obamacare but yet you want to put that on us.
6231,RT @fredhartley10: @JoeBiden yes get rid of hateful republicans and make them pay their taxes especially the rich ones
6232,@JoeBiden https://t.co/a5RlWHrNYB
6233,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/YPz3TJ36pS"
6234,@JoeBiden  how much money did you get from other kickbacks off your son better yet how much did @BarackObama  and… https://t.co/MSgnyu7ffE
6235,@JoeBiden we voted for you! First time voters. https://t.co/Ey8grsohLU
6236,@JoeBiden Voting in person for President Trump
6237,@JoeBiden Thanks for lying to me again Joe remember when your buddy Obama said he get to keep your plan you get to… https://t.co/oUmJhD6Ihd
6238,@JoeBiden excellent Mr. Joe Biden
6239,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/8nFhAWMMQd"
6240,"RT @Josecuervos1975: @JoeBiden Así amaneció la “Alvaro Uribe Way” en Miami, lo dicho LA DIGNIDAD NUNCA SERÁ DERROTADA!! Bien por Beto Coral…"
6241,@JoeBiden What health care plan you have? We want what you have.
6242,@JoeBiden Will you commit to legalizing corruption and tax evasion? Asking for Hunter.
6243,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/SrtM71WEOq"
6244,"@JoeBiden @OJPgov violated Whistleblower Act terminating me for reporting. $500,000.00 Federal Lawsuit. Defendants… https://t.co/k2fgdX98ZU"
6245,"RT @RevoltPolitic: @JoeBiden What good is ""access"" to health care if you can't afford it? A $6000 deductible is outrageous.  We need Medica…"
6246,@JoeBiden Good luck
6247,@JoeBiden #GoTrump #MAGA
6248,@JoeBiden Right off the teleprompter...
6249,@JoeBiden That President is not you and will never be you.
6250,"@JoeBiden Joe, I think this is payback. Your an awesome American, you dont have to to do this to complete your life… https://t.co/TJMszdYqV0"
6251,@JoeBiden Vote IN PERSON!! #voterID
6252,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/IqHHpUhn63"
6253,RT @HanxFingers: @JoeBiden The President who brings universal health care to America will be the next one on Mt. Rushmore. @realDonaldTrump…
6254,@JoeBiden Mine is already in.
6255,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/gTBYbFxDpB"
6256,"@JoeBiden Please only agree to zoom debates, donot take any risk with trump. afraid"
6257,RT @BrentL1985: @JoeBiden Lets be clear: California was told by Trump in 2018 that they mismanaged forests which increased forest fire deva…
6258,@JoeBiden https://t.co/KfCn8Wdq5k
6259,@JoeBiden https://t.co/7UWzKtTezx
6260,@JoeBiden Trump 2020!!
6261,"RT @PatriotsOfMars: @JoeBiden Actually its THIS simple, folks https://t.co/eZntZSk1zX"
6262,@JoeBiden You lie about your past &amp; the facts every day. Whenever confronted with the truth you just get angry &amp; cr… https://t.co/stxdd0yxAI
6263,@JoeBiden going down faster than @SenKamalaHarris on Willie.
6264,@JoeBiden Humanity is gone BLM ANTIFA HUMAN TRAFFICKING LIES DECIET SATAN HAS THIS WORLD FK POLITICS TALK HUMANITY… https://t.co/vlusYRHrvy
6265,@JoeBiden Just stop
6266,@JoeBiden #ArrestBidenNow
6267,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/yWiB6pdY3G"
6268,@JoeBiden https://t.co/KfCn8Wdq5k
6269,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX
6270,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/wuyvuM8cG0"
6271,RT @chipfranklin: @JoeBiden Trump is the emergency.  Biden is the relief aid.  November 3rd the check arrives.
6272,@JoeBiden Same plan you’ve had for 47 years? No thanks.
6273,@joebiden you are a crook https://t.co/KgccPYgWjw
6274,@JoeBiden don't stop.
6275,@JoeBiden U sold your soul-now I  hope-u-pay-YUGHLY
6276,"@JoeBiden Keep begging, Joe. Those you think should vote for you could give a shit."
6277,@JoeBiden Joe run this ad everywhere it will take you back to Washington
6278,@JoeBiden another smear campaign 😂😂😂. Good one
6279,@JoeBiden on the next debate please do not give Trump any credence. Act as if he is not there. Please ignore him. W… https://t.co/ueWo9sfICC
6280,@JoeBiden so I heard you took $$$ from China ....SCUMBAG. TTRRUUMMPP 2020!
6281,"@JoeBiden True! That is Democratic Party's Platform on Civil Right, and also Article 1 Section 31 of the California… https://t.co/DKBawcAxiH"
6282,@JoeBiden Wolf Blitzer of CNN was right.
6283,@JoeBiden https://t.co/KfCn8Wdq5k
6284,@JoeBiden vote for Biden vote for CCP🎉
6285,@JoeBiden You just want socialism and Venezuela went that way and you are ok with it!
6286,@JoeBiden #Trump4Ever! Not a senile pervert like #JoeBiden!
6287,@JoeBiden Joe didn't want black kids in the same school as his kids. This is Biden's true face. https://t.co/EnPmIEVBpk
6288,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/8Nfsud4EpN"
6289,@JoeBiden Get TFOOH🙄😬 Maybe left with it?
6290,@JoeBiden’s TV commercials are better than DJT’s TV commercials because Biden’s commercials are about what Biden ca… https://t.co/95yECI8Uie
6291,RT @murray_nyc: @JoeBiden But denying it in the first instance was standard Trump behavior. He is vindictive &amp; nasty. He is driven by venge…
